BACKTEST SUMMARY
Pair,R_75
Period,2025-10-01 00:00:00+00:00 to 2026-03-16 08:00:00+00:00
Total Signals,21
Win Rate,66.7%
Profit Factor,1.52
Total PnL (pips),7248.50

TRADES
Entry Time,Direction,Grade,Score,Entry,SL,TP1,TP2,Exit Time,Exit Price,Exit Reason,PnL (pips)
2025-11-06 00:00:00+00:00,SELL,B,7/10,45629.94380,48244.77666,43668.81915,42361.40272,2025-11-07 12:00:00+00:00,43668.81915,TP1,1961.12
2025-11-09 04:00:00+00:00,SELL,B,7/10,43470.14640,45684.97107,41809.02790,40701.61556,2025-11-10 04:00:00+00:00,41809.02790,TP1,1661.12
2025-11-10 16:00:00+00:00,SELL,B,7/10,42867.01200,45022.34423,41250.51283,40172.84671,2025-11-11 16:00:00+00:00,45022.34423,SL,-2155.33
2025-11-11 16:00:00+00:00,SELL,A,8/10,45043.58150,47244.86385,43392.61974,42291.97857,2025-11-12 20:00:00+00:00,43392.61974,TP1,1650.96
2025-11-16 12:00:00+00:00,SELL,B,7/10,46389.66520,48965.34984,44457.90172,43170.05940,2025-11-17 04:00:00+00:00,44457.90172,TP1,1931.76
2025-11-25 08:00:00+00:00,SELL,B,7/10,37433.77990,39379.33869,35974.61080,35001.83141,2025-11-26 00:00:00+00:00,35974.61080,TP1,1459.17
2025-11-26 20:00:00+00:00,SELL,B,7/10,37298.86420,39190.42274,35880.19530,34934.41603,2025-11-27 20:00:00+00:00,39190.42274,SL,-1891.56
2025-11-28 00:00:00+00:00,SELL,B,7/10,39722.49040,41657.51656,38271.22078,37303.70770,2025-11-29 20:00:00+00:00,41657.51656,SL,-1935.03
2025-12-18 12:00:00+00:00,BUY,B,7/10,46716.60750,44266.71819,48554.02448,49778.96913,2025-12-21 04:00:00+00:00,44266.71819,SL,-2449.89
2025-12-25 00:00:00+00:00,SELL,B,7/10,42558.63730,44600.16646,41027.49043,40006.72585,2025-12-25 04:00:00+00:00,41027.49043,TP1,1531.15
2026-01-03 16:00:00+00:00,SELL,A,8/10,43124.52760,45367.79795,41442.07484,40320.43966,2026-01-05 00:00:00+00:00,41442.07484,TP1,1682.45
2026-01-06 16:00:00+00:00,SELL,B,7/10,41108.16600,43365.77066,39414.96251,38286.16018,2026-01-09 16:00:00+00:00,39414.96251,TP1,1693.20
2026-01-11 08:00:00+00:00,SELL,B,7/10,39302.10100,41260.06575,37833.62744,36854.64507,2026-01-11 20:00:00+00:00,41260.06575,SL,-1957.96
2026-01-30 00:00:00+00:00,SELL,B,7/10,26984.99210,28497.86628,25850.33647,25093.89938,2026-01-31 08:00:00+00:00,25850.33647,TP1,1134.66
2026-01-31 12:00:00+00:00,SELL,B,7/10,27112.27120,28661.99212,25949.98051,25175.12004,2026-02-01 08:00:00+00:00,25949.98051,TP1,1162.29
2026-02-23 00:00:00+00:00,BUY,B,7/10,33615.94010,31824.57969,34959.46041,35855.14062,2026-02-23 12:00:00+00:00,34959.46041,TP1,1343.52
2026-02-24 20:00:00+00:00,BUY,B,7/10,34848.64190,33185.12263,36096.28135,36928.04098,2026-02-26 04:00:00+00:00,36096.28135,TP1,1247.64
2026-02-28 04:00:00+00:00,BUY,B,7/10,36203.09280,34437.47651,37527.30502,38410.11316,2026-03-01 08:00:00+00:00,34437.47651,SL,-1765.62
2026-03-01 08:00:00+00:00,BUY,B,7/10,34168.63070,32355.77525,35528.27229,36434.70002,2026-03-03 00:00:00+00:00,35528.27229,TP1,1359.64
2026-03-05 04:00:00+00:00,BUY,B,7/10,33154.34120,31454.97936,34428.86258,35278.54350,2026-03-05 12:00:00+00:00,31454.97936,SL,-1699.36
2026-03-15 04:00:00+00:00,BUY,B,7/10,35610.07030,33897.32414,36894.62992,37751.00300,2026-03-15 12:00:00+00:00,36894.62992,TP1,1284.56
